010c83a8-5059-45ca-ace6-cdc9b150d2b6,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 07:15:46.502000 +00:00,CLIENT,CREDIT_PACK,8d3d35df-917b-444d-9925-d1a3a21d4b16,2023-08-02 02:55:20.813000 +00:00,Yearly Membership,REFERRAL,,,,,8d3d35df-917b-444d-9925-d1a3a21d4b16,2023-08-02 02:55:20.813000 +00:00,Yearly Membership,REFERRAL
08679488-5e64-40c9-8f1e-68670c1fcc12,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 23:17:13.839000 +00:00,CLIENT,CREDIT_PACK,a256f94f-9420-40b9-b6ae-9cbe194c76e7,2023-10-17 08:37:41.826000 +00:00,Yearly Membership,RECEPTION_SIGNUP,,,,,a256f94f-9420-40b9-b6ae-9cbe194c76e7,2023-10-17 08:37:41.826000 +00:00,Yearly Membership,RECEPTION_SIGNUP
0952aadb-1834-414c-bb94-756544803883,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 07:50:15.205000 +00:00,CLIENT,CREDIT_PACK,dac67ed1-ea6f-4980-af9d-91a8c63dc408,2023-07-23 15:55:50.119000 +00:00,Monthly Membership,REFERRAL,,,,,dac67ed1-ea6f-4980-af9d-91a8c63dc408,2023-07-23 15:55:50.119000 +00:00,Monthly Membership,REFERRAL
0cebe138-0e46-4312-9cc4-ec5dc8666a42,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 19:36:22.534000 +00:00,CLIENT,CREDIT_PACK,ff260aa0-a7dd-49a6-a58d-21a86b91c5d9,2023-08-06 17:52:37.141000 +00:00,Monthly Membership,REFERRAL,,,,,ff260aa0-a7dd-49a6-a58d-21a86b91c5d9,2023-08-06 17:52:37.141000 +00:00,Monthly Membership,REFERRAL
0d0bbdea-bc4e-41e6-86a3-38fc13f9933d,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 03:53:09.228000 +00:00,CLIENT,CREDIT_PACK,6e828549-b755-4d8a-a1d9-edcb37a24f02,2023-08-03 02:51:35.629000 +00:00,Yearly Membership,REFERRAL,,,,,6e828549-b755-4d8a-a1d9-edcb37a24f02,2023-08-03 02:51:35.629000 +00:00,Yearly Membership,REFERRAL
10092407-3e42-4fff-862b-788635d26146,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 00:09:07.304000 +00:00,LEAD,,,,,,,,,,,,,
101637f3-b6b5-4b5d-9d60-8c05ed03c9d9,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 23:10:10.832000 +00:00,CLIENT,CREDIT_PACK,1e5e865f-9429-45b9-aac5-b103efad796a,2023-10-15 10:26:49.004000 +00:00,Monthly Membership,WEBPORTAL,,,,,1e5e865f-9429-45b9-aac5-b103efad796a,2023-10-15 10:26:49.004000 +00:00,Monthly Membership,WEBPORTAL
152fdef4-cde2-4763-8ae2-138b6dc4dbcb,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 17:21:19.474000 +00:00,CLIENT,CREDIT_PACK,bbed9957-4285-425d-99df-be21f1ae31e4,2023-07-30 19:12:53.199000 +00:00,Weekly Membership,WEBPORTAL,,,,,bbed9957-4285-425d-99df-be21f1ae31e4,2023-07-30 19:12:53.199000 +00:00,Weekly Membership,WEBPORTAL
16ee9581-ca73-471b-902c-62b265dd654f,679d63bc-b896-480b-be7f-c48780872ba6,2023-04-03 23:35:21.344000 +00:00,CLIENT,CREDIT_PACK,ed5d6262-eaa4-410d-9610-539a9036d652,2024-04-13 02:29:19.703000 +00:00,Yearly Membership,REFERRAL,,,,,ed5d6262-eaa4-410d-9610-539a9036d652,2024-04-13 02:29:19.703000 +00:00,Yearly Membership,REFERRAL
17d9c6e4-3ad0-4b3f-b032-b44291d8fdd1,679d63bc-b896-480b-be7f-c48780872ba6,1950-04-03 07:33:52.904000 +00:00,CLIENT,CREDIT_PACK,e67da10a-c29d-4f72-9767-beb4cc35bc89,2023-08-06 12:41:08.145000 +00:00,Yearly Membership,WEBPORTAL,,,,,e67da10a-c29d-4f72-9767-beb4cc35bc89,2023-08-06 12:41:08.145000 +00:00,Yearly Membership,WEBPORTAL
